video,frame,label,xc,yc,w,h,width,height,filepath,split
AD389.avi,2112,0,0.356223,0.536966,0.123603,0.141229,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2117,0,0.375632,0.532550,0.122181,0.140032,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2296,0,0.306808,0.489483,0.123615,0.141760,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2302,0,0.337243,0.492416,0.123571,0.142838,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2303,1,0.345678,0.491916,0.123647,0.142548,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2313,0,0.331666,0.494258,0.123142,0.141130,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2321,0,0.343395,0.499255,0.122614,0.140369,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2344,0,0.287661,0.502569,0.124715,0.140674,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2416,0,0.351621,0.498280,0.125333,0.143987,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2450,0,0.297921,0.478797,0.126867,0.145039,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2497,0,0.337842,0.468473,0.126076,0.146065,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2498,1,0.336797,0.472159,0.125733,0.146485,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2517,0,0.352195,0.495067,0.124900,0.143164,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2683,0,0.460049,0.627823,0.123760,0.144521,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2684,1,0.464566,0.630108,0.124413,0.143985,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2696,0,0.449754,0.637295,0.122122,0.141953,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2753,0,0.291683,0.739168,0.120142,0.135803,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2798,0,0.404436,0.646468,0.120359,0.139828,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2820,0,0.405734,0.628124,0.117787,0.135716,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2880,0,0.290880,0.669609,0.125091,0.146227,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,2881,1,0.294667,0.665728,0.123873,0.143484,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,3192,0,0.274616,0.519205,0.123019,0.145395,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,3241,0,0.277839,0.575041,0.125378,0.149507,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,3387,0,0.247809,0.600879,0.125276,0.146054,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,3555,0,0.293232,0.525397,0.120515,0.137396,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,3753,0,0.407272,0.406539,0.126245,0.146291,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,3754,1,0.417005,0.406302,0.126006,0.146717,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,3763,0,0.394305,0.421444,0.121770,0.141349,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,3941,0,0.360705,0.454206,0.123294,0.143303,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,3942,1,0.364541,0.457020,0.123132,0.142904,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,3953,0,0.339271,0.475134,0.124806,0.145157,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,3997,0,0.304840,0.567874,0.129428,0.149118,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4044,0,0.486477,0.424954,0.122796,0.141789,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4045,1,0.492167,0.428356,0.122535,0.141843,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4060,0,0.460562,0.530956,0.119785,0.137665,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4123,0,0.364178,0.660204,0.132769,0.153861,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4144,0,0.323354,0.628489,0.124632,0.145196,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4205,0,0.299595,0.643813,0.124444,0.146046,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4305,0,0.340878,0.581137,0.121228,0.139616,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4347,0,0.325280,0.601887,0.122567,0.139361,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4348,1,0.329941,0.603622,0.122993,0.140954,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4364,0,0.332627,0.584365,0.120167,0.138125,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4476,0,0.377473,0.553518,0.119982,0.139080,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4477,1,0.385848,0.551239,0.119628,0.138410,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4490,0,0.387795,0.520014,0.121188,0.138206,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4651,0,0.310716,0.583064,0.121172,0.139900,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4652,1,0.314543,0.581833,0.121981,0.140636,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4666,0,0.294367,0.580806,0.124115,0.141661,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4707,0,0.347061,0.544781,0.121481,0.138919,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4746,0,0.381199,0.537101,0.121591,0.141041,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4801,0,0.388324,0.512969,0.125649,0.144729,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4802,1,0.388530,0.511720,0.125015,0.143818,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD389.avi,4814,0,0.374754,0.559051,0.120962,0.141442,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD389.avi,train
AD394.avi,21,0,0.334287,0.682519,0.115633,0.136671,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,234,0,0.227720,0.312857,0.115358,0.132254,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,235,1,0.230474,0.323907,0.114538,0.132148,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,246,0,0.234939,0.386380,0.116120,0.132863,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,264,0,0.259999,0.413027,0.118129,0.134720,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,330,0,0.248366,0.579759,0.111823,0.131787,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,411,0,0.265150,0.588616,0.120624,0.137463,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,462,0,0.335488,0.603509,0.118523,0.137608,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,481,0,0.292760,0.697580,0.117714,0.135449,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,482,1,0.292760,0.697580,0.117714,0.135449,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,703,0,0.387294,0.712857,0.124617,0.145738,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,704,1,0.383537,0.707176,0.125862,0.145821,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,712,0,0.380545,0.686342,0.123839,0.144036,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1040,0,0.292064,0.508227,0.121765,0.139235,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1043,0,0.284748,0.516595,0.120570,0.139046,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1044,1,0.285786,0.519759,0.120529,0.138993,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1059,0,0.218577,0.575503,0.116971,0.135262,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1081,0,0.256165,0.580119,0.116253,0.134413,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1273,0,0.280126,0.389239,0.123418,0.141608,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1274,1,0.281828,0.390895,0.121941,0.139901,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1284,0,0.268786,0.407444,0.117497,0.135000,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1301,0,0.255190,0.338658,0.120487,0.137944,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1432,0,0.277050,0.733400,0.122239,0.138124,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1433,1,0.276896,0.740004,0.123761,0.140418,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1459,0,0.317839,0.729165,0.119514,0.135787,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1486,0,0.279149,0.699405,0.118657,0.135921,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1550,0,0.375080,0.758978,0.113627,0.132234,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1614,0,0.368696,0.556021,0.123175,0.139982,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1615,1,0.379132,0.553108,0.122134,0.139221,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1626,0,0.366896,0.543816,0.117876,0.135291,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1633,0,0.366784,0.500673,0.122649,0.138050,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1760,0,0.213132,0.534130,0.122869,0.140549,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1761,1,0.222715,0.529814,0.122313,0.140352,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1779,0,0.264298,0.495417,0.118548,0.135886,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1792,0,0.310538,0.490098,0.117973,0.136523,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1917,0,0.370830,0.466770,0.120182,0.138083,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1918,1,0.377881,0.474996,0.120046,0.137881,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1930,0,0.387112,0.590905,0.115288,0.133496,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1958,0,0.333063,0.595589,0.120324,0.138027,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,1991,0,0.759214,0.402909,0.110515,0.130834,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2182,0,0.296288,0.591491,0.119947,0.138011,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2242,0,0.252574,0.452286,0.119349,0.136318,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2243,1,0.255560,0.452130,0.119116,0.136168,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2259,0,0.251302,0.453803,0.114560,0.131236,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2260,0,0.245478,0.455575,0.114551,0.131349,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2378,0,0.357118,0.482453,0.121239,0.139875,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2460,0,0.351389,0.165725,0.121561,0.140687,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2474,0,0.289075,0.317663,0.113627,0.131237,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2475,1,0.292065,0.334781,0.114268,0.131352,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2480,0,0.281412,0.403229,0.110906,0.129647,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2488,0,0.263798,0.527570,0.112549,0.133513,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2549,0,0.313309,0.570372,0.119189,0.139063,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2638,0,0.346143,0.502572,0.119709,0.139933,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2648,0,0.368921,0.631983,0.112503,0.131794,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2658,0,0.407289,0.727656,0.118576,0.138823,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2723,0,0.387651,0.682506,0.117769,0.135254,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2853,0,0.244873,0.595217,0.125489,0.141846,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2854,1,0.255191,0.595994,0.125925,0.142059,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2862,0,0.276886,0.581995,0.127192,0.143946,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,2927,0,0.274328,0.580582,0.122691,0.140429,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3112,0,0.294996,0.714068,0.121644,0.139423,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3113,1,0.292484,0.720757,0.123121,0.140634,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3132,0,0.308236,0.735494,0.123900,0.140393,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3306,0,0.290919,0.643107,0.119872,0.137143,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3307,1,0.299335,0.645912,0.120198,0.137127,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3322,0,0.346583,0.685045,0.119748,0.139831,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3490,0,0.236325,0.607647,0.124430,0.141185,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3491,1,0.242925,0.609079,0.125916,0.142324,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3503,0,0.290528,0.605896,0.124303,0.143669,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3592,0,0.250308,0.601887,0.127898,0.144498,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3605,0,0.282344,0.602229,0.126033,0.144736,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3611,0,0.288484,0.608647,0.127174,0.145730,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3623,0,0.322486,0.621362,0.124975,0.142189,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3647,0,0.326822,0.624093,0.122627,0.139263,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3648,0,0.327133,0.622992,0.123841,0.140746,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3649,0,0.326543,0.622414,0.124780,0.141706,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3650,1,0.325577,0.618832,0.124064,0.141079,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3661,0,0.312368,0.610684,0.122216,0.140245,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3714,0,0.266155,0.559513,0.125106,0.142146,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3763,0,0.394335,0.632012,0.124810,0.145325,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3764,0,0.396125,0.629681,0.125218,0.145109,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3812,0,0.404340,0.656662,0.125327,0.147152,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3850,0,0.418954,0.478604,0.125727,0.143407,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3854,0,0.412682,0.470206,0.119785,0.136633,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3855,1,0.421303,0.472722,0.119763,0.136881,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3860,0,0.412471,0.489808,0.124088,0.139836,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3874,0,0.413034,0.463930,0.124737,0.142730,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,3962,0,0.338158,0.534483,0.119492,0.135585,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,4040,0,0.298117,0.640779,0.123958,0.140106,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,4041,1,0.294925,0.633972,0.123922,0.140777,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,4059,0,0.260554,0.600593,0.122375,0.140686,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,4120,0,0.302184,0.618638,0.122982,0.141031,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,4226,0,0.747223,0.186533,0.114953,0.134072,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,4310,0,0.255476,0.790883,0.127745,0.143925,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,4378,0,0.271844,0.812011,0.122667,0.137690,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,4379,1,0.264836,0.819640,0.124808,0.139848,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,4470,0,0.311205,0.775196,0.124648,0.143274,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,4628,0,0.262555,0.768106,0.129643,0.147475,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,4629,1,0.262555,0.768106,0.129643,0.147475,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,4643,0,0.246413,0.767911,0.128946,0.147858,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,4868,0,0.229042,0.634442,0.129431,0.146137,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,4893,0,0.230599,0.875274,0.120891,0.143465,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,4894,1,0.230695,0.882703,0.119543,0.143226,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
AD394.avi,4903,0,0.248998,0.896896,0.117150,0.139101,1024,896,\\research.drive.wisc.edu\npconnor\ADStudy\VF AD Blinded\Early Tongue Training\AD394.avi,train
